"Region","rsu_raf","nombre","glosa","fono","Socios","Socias","FechaConstitucion","Column1","NombreOficina","Empresa","total","tramo","tipo","anio","Mes","Dia","antiguedad","decada","codigo_region"
"Antofagasta",2010199,"SINDICATO N°1 DE TRABAJADORES DE AGUAS DE ANTOFAGASTA","ACTIVO","224364",145,66,1990-06-15,"0 ACTIVIDADES NO ESPECIFICADAS","IPT ANTOFAGASTA",": 76418976-0 AGUAS ANTOFAGASTA S.A GRUPO EPM: 96579410-7 EMPRESA CONCESIONARIA DE SERVICIOS SANITARIOS S.A.",211,"Más de 200","Empresa",1990,6,15,31,"Entre 1981 a 1990","02"
"Antofagasta",2010216,"SINDICATO DE TRABAJADORES DE LA EMPRESA CORPORACION MUNICIPAL DE DESARROLLO SOCIAL Nº1","ACTIVO","791348",215,1121,1990-10-29,NA,"IPT ANTOFAGASTA",": 71102600-2 CORPORACION MUNICIPAL DE DESARROLLO SOCIAL (CORMUDESO)",1336,"Más de 200","Empresa",1990,10,29,31,"Entre 1981 a 1990","02"
"Antofagasta",2010217,"SINDICATO DE TRABAJADORES DE LA EMPRESA ENAEX S.A - PLANTAS DE SERVICIOS AREAS COSTA","ACTIVO",NA,139,4,1990-11-29,NA,"IPT ANTOFAGASTA",": 90266000-3 ENAEX S. A.",143,"Entre 101 y 200","Empresa",1990,11,29,31,"Entre 1981 a 1990","02"
"Antofagasta",2010220,"SINDICATO DE TRABAJADORES DE LA EMPRESA ALFRED H.KINIGHT INTERNATIONAL LTDA.","ACTIVO",NA,25,0,1991-01-07,NA,"IPT ANTOFAGASTA",": 78182740-1 ALFRED H. KNIGHT INTERNATIONAL LIMITED CHILE LIMITADA",25,"40 o menos","Empresa",1991,1,7,31,"Entre 1991 a 2000","02"
"Antofagasta",2030089,"SINDICATO Nº1 DE TRABAJADORES DE LA EMPRESA S.Q.M, IODO S.A","ACTIVO","413765",60,5,1991-01-04,NA,"IPT ANTOFAGASTA",": 93007000-9 SOCIEDAD QUIMICA Y MINERA DE CHILE S.A.",65,"Entre 51 y 100","Empresa",1991,1,4,31,"Entre 1991 a 2000","02"
"Antofagasta",2010246,"SINDICATO DE EMPRESA DE TRABAJADORES DE LA SOCIEDAD PRO-AYUDA DEL NIÑO LISIADO DE ANTOFAGASTA","ACTIVO","241160",8,13,1991-08-23,NA,"IPT ANTOFAGASTA",": 81897500-7 SOCIEDAD PRO AYUDA DEL NIÑO LISIADO",21,"40 o menos","Empresa",1991,8,23,30,"Entre 1991 a 2000","02"
"Antofagasta",2010261,"SINDICATO DE LA EMPRESA SGS MINERALS ANTOFAGASTA","ACTIVO","232724",61,29,1992-04-28,NA,"IPT ANTOFAGASTA",": 96801810-8 SGS MINERALS S.A.",90,"Entre 51 y 100","Empresa",1992,4,28,30,"Entre 1991 a 2000","02"
"Antofagasta",2010281,"SINDICATO DE TRABAJADORES DE LA EMPRESA G. 4 . S. REGIONES S.A.","ACTIVO","282011",62,5,1993-06-30,NA,"IPT ANTOFAGASTA",": 96912870-5 G4S SECURITY SERVICES REGIONES S.A.",67,"Entre 51 y 100","Empresa",1993,6,30,28,"Entre 1991 a 2000","02"
"Antofagasta",2010283,"SINDICATO Nº1 DE TRABAJADORES DE LA EMPRESA ELECTRICA DE ANTOFAGASTA S.A (ELECDA)","ACTIVO","269131",32,1,1993-07-28,NA,"IPT ANTOFAGASTA",": 96541920-9 EMPRESA ELECTRICA DE ANTOFAGASTA S.A",33,"40 o menos","Empresa",1993,7,28,28,"Entre 1991 a 2000","02"
"Antofagasta",2010288,"SINDICATO DE TRABAJADORES DE LA EMPRESA THE ANTOFAGASTA BRITISH SCHOOL","ACTIVO",NA,26,46,1993-09-16,NA,"IPT ANTOFAGASTA",": 80970900-0 THE ANTOFAGASTA BRITISH SCHOOL",72,"Entre 51 y 100","Empresa",1993,9,16,28,"Entre 1991 a 2000","02"
"Antofagasta",2010293,"SINDICATO Nº 1 DE TRABAJADORES DE MINERA ESCONDIDA LTDA.","ACTIVO","410938",1996,296,1993-12-19,NA,"IPT ANTOFAGASTA",": 79587210-8 MINERA ESCONDIDA LIMITADA",2292,"Más de 200","Empresa",1993,12,19,28,"Entre 1991 a 2000","02"
"Antofagasta",2010304,"SINDICATO DE TRABAJADORES DE EMPRESA TRANSPORTES C.C.U. CHILE LIMITADA, PLANTA ANTOFAGASTA Y DEPOSITOS DE PRIMERA REGION","ACTIVO",NA,102,3,1994-09-09,NA,"IPT ANTOFAGASTA",": 79862750-3 TRANSPORTES CCU LTDA",105,"Entre 101 y 200","Empresa",1994,9,9,27,"Entre 1991 a 2000","02"
"Antofagasta",2010312,"SINDICATO DE EMPRESA FELIPE TREVIZAN S.A.","ACTIVO","434000",18,0,1994-10-07,NA,"IPT ANTOFAGASTA",": 76244065-2 TRANSPORTES SOTRABUS S.A.: 76244068-7 TRANSPORTES SOKOLTRABUS S.A.: 80986300-K FELIPE TREVIZAN S.A.",18,"40 o menos","Empresa",1994,10,7,27,"Entre 1991 a 2000","02"
"Antofagasta",2010322,"SINDICATO DE TRABAJADORES DE LA EMPRESA CHRISTENSEN CHILE S A DIVISION UHCO","ACTIVO","272745",71,7,1995-05-27,NA,"IPT ANTOFAGASTA",": 96515290-3 CHRISTENSEN CHILE S.A.",78,"Entre 51 y 100","Empresa",1995,5,27,26,"Entre 1991 a 2000","02"
"Antofagasta",2010325,"SINDICATO DE LA EMPRESA ELECTRICA DEL NORTE GRANDE S.A","ACTIVO","248500",66,35,1995-08-09,NA,"IPT ANTOFAGASTA",": 88006900-4 EMPRESA ELECTRICA DEL NORTE GRANDE S.A",101,"Entre 101 y 200","Empresa",1995,8,9,26,"Entre 1991 a 2000","02"
"Antofagasta",2010326,"SINDICATO DE TRABAJADORES SALFA NORTE DE LA EMPRESA S.A.C.I. SALINAS Y FABRES","ACTIVO",NA,24,4,1995-08-28,NA,"IPT ANTOFAGASTA",": 91502000-3 SALINAS Y FABRES S.A.",28,"40 o menos","Empresa",1995,8,28,26,"Entre 1991 a 2000","02"
"Antofagasta",2010335,"SINDICATO Nº1 DE LA EMPRESA KOMATSU","ACTIVO",NA,98,26,1996-05-31,"0 ACTIVIDADES NO ESPECIFICADAS","IPT ANTOFAGASTA",": 76492400-2 KOMATSU RAMAN CENTER",124,"Entre 101 y 200","Empresa",1996,5,31,25,"Entre 1991 a 2000","02"
"Antofagasta",2010349,"SINDICATO DE TRABAJADORES DE LA EMPRESA CYTEC CHILE LTDA., II REGION","ACTIVO",NA,8,1,1997-04-19,NA,"IPT ANTOFAGASTA",": 96686630-6 CYTEC CHILE LTYDA.",9,"40 o menos","Empresa",1997,4,19,25,"Entre 1991 a 2000","02"
"Antofagasta",2030132,"SINDICATO DE EMPRESA S.Q.M.NITRATOS S.A, Nº9 DE PEDRO DE VALDIVIA","ACTIVO",NA,38,0,1997-05-28,NA,"IPT TOCOPILLA",": 96592190-7 SQM NITRATOS S.A.",38,"40 o menos","Empresa",1997,5,28,24,"Entre 1991 a 2000","02"
"Antofagasta",2010355,"SINDICATO DE EMPRESA TRABAJADORES TECNICOS PROFESIONALES DE SERVICIO MARITIMOS Y TRANSPORTE LTDA MEJILLONES","ACTIVO",NA,203,7,1997-06-12,NA,"IPT ANTOFAGASTA",": 76189625-3 SERVICIIOS INDUSTRIALES O AXINNTUS LTDA.: 88056400-5 SERVICIOS MARITIMOS Y TRANSPORTES LTDA",210,"Más de 200","Empresa",1997,6,12,24,"Entre 1991 a 2000","02"
"Antofagasta",2010370,"SINDICATO DE EMPRESA SERVICIOS MARITIMOS Y TRANSPORTES LTDA","ACTIVO",NA,229,31,1998-05-09,"0 ACTIVIDADES NO ESPECIFICADAS","IPT ANTOFAGASTA",": 88056400-5 SERVICIOS MARITIMOS Y TRANSPORTES LTDA",260,"Más de 200","Empresa",1998,5,9,23,"Entre 1991 a 2000","02"
"Antofagasta",2010372,"SINDICATO DE EMPRESA PORTUARIA ANTOFAGASTA.","ACTIVO",NA,11,5,1998-07-02,NA,"IPT ANTOFAGASTA",": 73968300-9 EMPRESA PORTUARIA ANTOFAGASTA",16,"40 o menos","Empresa",1998,7,2,23,"Entre 1991 a 2000","02"
"Arica y Parinacota",15010555,"SINDICATO NACIONAL DE EMPRESA STX CABLE S.A Nº2","ACTIVO",NA,15,46,1999-07-30,NA,"IPT ARICA",": 78452650-K VTR GLOBALCOM S.A.",61,"Entre 51 y 100","Empresa",1999,7,30,22,"Entre 1991 a 2000","15"
"Antofagasta",2010392,"SINDICATO DE EMPRESA COMPAÑIA MINERA LOMAS BAYAS","ACTIVO",NA,636,37,1999-09-13,NA,"IPT ANTOFAGASTA",": 78512520-7 COMPAÑIA MINERA XSTRATA LOMAS BAYAS",673,"Más de 200","Empresa",1999,9,13,22,"Entre 1991 a 2000","02"
"Antofagasta",2020002,"SINDICATO DE TRABAJADORES Nº 1 CHUQUICAMATA, CODELCO CHILE","ACTIVO","848658",940,76,1956-09-02,NA,"IPT EL LOA (CALAMA)",": 61704000-K CODELCO",1016,"Más de 200","Empresa",1956,9,2,65,"Entre 1951 a 1960","02"
"Antofagasta",2020009,"SINDICATO DE TRABAJADORES Nº 2 DE LA DIVISION CHUQUICAMATA DE CODELCO CHILE, CENTRO DE TRABAJO CHUQUICAMATA","ACTIVO","326327",520,43,1956-09-02,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 61704000-K CODELCO",563,"Más de 200","Empresa",1956,9,2,65,"Entre 1951 a 1960","02"
"Antofagasta",2020010,"SINDICATO DE TRABAJADORES DE EMPRESA, FUNCIONARIOS DEL SINDICATO Nº 2 DE CODELCO CHILE, DIVISION CHUQUICAMATA","ACTIVO",NA,3,16,1979-10-15,NA,"IPT EL LOA (CALAMA)",": 70003650-2 SINDICATO DE TRAQBAJADORES Nº2",19,"40 o menos","Empresa",1979,10,15,42,"Entre 1971 a 1980","02"
"Antofagasta",2020012,"SINDICATO Nº 1 DE EMPRESA ENAEX","ACTIVO","367800",176,9,1935-08-13,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 76041871-4 ENAEX SERVICIOS S.A.",185,"Entre 101 y 200","Empresa",1935,8,13,86,"Entre 1900 a 1950","02"
"Antofagasta",2020014,"SINDICATO DE TRABAJADORES Nº 2 ENAEX, PLANTA RIO LOA","ACTIVO","367800",138,26,1946-08-06,NA,"IPT EL LOA (CALAMA)",": 76041871-4 ENAEX SERVICIOS S.A.: 90266000-3 ENAEX S. A.",164,"Entre 101 y 200","Empresa",1946,8,6,75,"Entre 1900 a 1950","02"
"Antofagasta",2020016,"SINDICATO DE TRABAJADORES Nº 3, EMPRESA F.C.A.B.","ACTIVO","348900",71,0,1937-10-24,"491200 TRANSPORTE DE CARGA POR FERROCARRIL","IPT EL LOA (CALAMA)",": 81148200-5 FERROCARRIL ANTOFAGASTA A BOLIVIA",71,"Entre 51 y 100","Empresa",1937,10,24,84,"Entre 1900 a 1950","02"
"Antofagasta",2020036,"SINDICATO DE TRABAJADORES Nº 3 DE EMPRESA CODELCO-CHILE, DIVISION CODELCO NORTE, CENTRO DE TRABAJO CHUQUICAMATA","ACTIVO","361879",832,98,1988-05-07,NA,"IPT EL LOA (CALAMA)",": 61704000-K CODELCO",930,"Más de 200","Empresa",1988,5,7,34,"Entre 1981 a 1990","02"
"Antofagasta",2020041,"SINDICATO DE TRABAJADORES SUPERVISORES ROL-A DE LA EMPRESA CODELCO CHILE DIVISION CODELCO NORTE","ACTIVO","2544680",411,65,1989-11-22,"40000 EXTRACCIÓN Y PROCESAMIENTO DE COBRE","IPT EL LOA (CALAMA)",": 61704000-K CODELCO",476,"Más de 200","Empresa",1989,11,22,32,"Entre 1981 a 1990","02"
"Antofagasta",2020043,"SINDICATO Nº 4 UNIDAD CENTRAL COMDES","ACTIVO","367511",41,60,1990-04-11,NA,"IPT EL LOA (CALAMA)",": 70954900-6 COORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE CALAMA",101,"Entre 101 y 200","Empresa",1990,4,11,32,"Entre 1981 a 1990","02"
"Antofagasta",2020044,"SINDICATO DE TRABAJADORES DE EMPRESA DE FUNCIONARIOS DEL INSTITUTO OBISPO LUIS SILVA LEZAETA","ACTIVO","314368",21,72,1990-04-18,NA,"IPT EL LOA (CALAMA)",": 81452900-2 INSTITUTO OBISPO SILVA LEZAE",93,"Entre 51 y 100","Empresa",1990,4,18,32,"Entre 1981 a 1990","02"
"Antofagasta",2020045,"SINDICATO EMPRESA CENTRO DE INVESTIGACION MINERA Y METALURGICA, TECNOLOGIAS Y SERVICIOS, S.A.","ACTIVO","343961 (55)",142,18,1990-05-29,NA,"IPT EL LOA (CALAMA)",": 96801810-8 SGS MINERALS S.A.",160,"Entre 101 y 200","Empresa",1990,5,29,31,"Entre 1981 a 1990","02"
"Antofagasta",2020053,"SINDICATO DE TRABAJADORES DE EMPRESA Nº 5, DE CODELCO CHILE","ACTIVO","336071",145,27,1990-10-30,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 61704000-K CODELCO",172,"Entre 101 y 200","Empresa",1990,10,30,31,"Entre 1981 a 1990","02"
"Antofagasta",2020056,"SINDICATO DE TRABAJADORES DE EMPRESA CORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE CALAMA","ACTIVO","331719",73,463,1990-12-11,NA,"IPT EL LOA (CALAMA)",": 70954900-6 COORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE CALAMA",536,"Más de 200","Empresa",1990,12,11,31,"Entre 1981 a 1990","02"
"Antofagasta",2020075,"SINDICATO DE TRABAJADORES DE EMPRESA INACAP CALAMA","ACTIVO","349000",35,28,1992-06-11,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 72012000-3 UNIVERSIDAD TECNOLOGICA DE CHILE INACAP",63,"Entre 51 y 100","Empresa",1992,6,11,29,"Entre 1991 a 2000","02"
"Antofagasta",2020079,"SINDICATO DE TRABAJADORES DE EMPRESA COOPERATIVA EL LOA","ACTIVO","342318",28,19,1993-02-02,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 81863900-7 COOPERATIVA DE AHORRO Y CREDITO NORTE GRANDE",47,"Entre 41 y 50","Empresa",1993,2,2,29,"Entre 1991 a 2000","02"
"Antofagasta",2020082,"SINDICATO DE TRABAJADORES DE EMPRESA Nº 2 ELECDA-CALAMA","ACTIVO","348302",26,5,1993-07-16,NA,"IPT EL LOA (CALAMA)",": 96541920-9 EMPRESA ELECTRICA DE ANTOFAGASTA S.A",31,"40 o menos","Empresa",1993,7,16,28,"Entre 1991 a 2000","02"
"Antofagasta",2020098,"SINDICATO DE TRABAJADORES ISAPRE FUSAT Nº 3","ACTIVO","329042",5,23,1995-10-16,NA,"IPT EL LOA (CALAMA)",": 76334370-7 ISAPRE FUSAT LIMITADA",28,"40 o menos","Empresa",1995,10,16,26,"Entre 1991 a 2000","02"
"Antofagasta",2020105,"SINDICATO DE TRABAJADORES DE LA FUNDACION EDUCACIONAL DE CHUQUICAMATA","ACTIVO","329879",24,43,1996-05-29,NA,"IPT EL LOA (CALAMA)",": 72747300-9 FUNDACION EDUCACIONAL DE CHUQUICAMATA",67,"Entre 51 y 100","Empresa",1996,5,29,25,"Entre 1991 a 2000","02"
"Antofagasta",2020125,"SINDICATO DE TRABAJADORES RADOMIRO TOMIC DE LA DIVISION CODELCO NORTE, CODELCO CHILE","ACTIVO","320737 (55)",651,54,1997-12-07,NA,"IPT EL LOA (CALAMA)",": 61704000-K CODELCO",705,"Más de 200","Empresa",1997,12,7,24,"Entre 1991 a 2000","02"
"Antofagasta",2020130,"SINDICATO DE TRABAJADORES DE LA EMPRESA SOCIEDAD CONTRACTUAL MINERA EL ABRA","ACTIVO","347722",403,11,1998-11-11,NA,"IPT EL LOA (CALAMA)",": 96701340-4 SOCIEDAD CONTRACTUAL MINERA EL ABRA",414,"Más de 200","Empresa",1998,11,11,23,"Entre 1991 a 2000","02"
"Antofagasta",2020131,"SINDICATO DE TRABAJADORES Nº 3 EMPRESA DE TRANSPORTES GEMINIS SPA","ACTIVO","342609",93,2,1998-11-19,NA,"IPT EL LOA (CALAMA)",": 84756600-0 EMPRESA DE TRANSPORTES GEMINIS SPA",95,"Entre 51 y 100","Empresa",1998,11,19,23,"Entre 1991 a 2000","02"
"Antofagasta",2020132,"SINDICATO DE EMPRESA SERVICIOS GENERALES PROSENOR LTDA.","ACTIVO",NA,15,110,1998-12-22,"0 ACTIVIDADES NO ESPECIFICADAS","IPT EL LOA (CALAMA)",": 78334680-K SERVICIOS GENERALES PROSENOR LTDA.",125,"Entre 101 y 200","Empresa",1998,12,22,23,"Entre 1991 a 2000","02"
"Antofagasta",2020136,"SINDICATO DE PROFESIONALES DIVISION RADOMIRO TOMIC","ACTIVO",NA,176,42,1999-07-27,NA,"IPT EL LOA (CALAMA)",": 61704000-K CODELCO",218,"Más de 200","Empresa",1999,7,27,22,"Entre 1991 a 2000","02"
"Antofagasta",2030007,"SINDICATO DE TRABAJADORES N° 1 ENGIE ENERGIA CHILE S.A","ACTIVO",NA,129,1,1933-09-03,"0 ACTIVIDADES NO ESPECIFICADAS","IPT TOCOPILLA",": 88006900-4 EMPRESA ELECTRICA DEL NORTE GRANDE S.A: 96731500-1 ELECTROANDINA S.A.",130,"Entre 101 y 200","Empresa",1933,9,3,88,"Entre 1900 a 1950","02"
"Antofagasta",2030008,"SINDICATO DE TRABAJADORES Nº2 ENGIE ENERGIA CHILE S.A","ACTIVO",NA,81,9,1941-10-22,"942000 ACTIVIDADES DE SINDICATOS","IPT TOCOPILLA",": 88006900-4 EMPRESA ELECTRICA DEL NORTE GRANDE S.A: 96731500-1 ELECTROANDINA S.A.",90,"Entre 51 y 100","Empresa",1941,10,22,80,"Entre 1900 a 1950","02"
"Antofagasta",2030011,"SINDICATO DE TRABAJADORES Nº 1 DE LA EMPRESA SERVICIOS INTEGRALES DE TRANSITO Y TRANSFERENCIAS LTDA. DE TOCOPILLA","ACTIVO",NA,48,15,1933-08-05,NA,"IPT TOCOPILLA",": 79770780-5 SERVICIOS INTEGRALES DE TRANSITOS Y TRANSFERENCIAS S.A.",63,"Entre 51 y 100","Empresa",1933,8,5,88,"Entre 1900 a 1950","02"
"Antofagasta",2030014,"SINDICATO DE TRABAJADORES # 2 DE LA EMPRESA DE SERVICIOS INTEGRALES DE TRANSITO Y TRANFERENCIA","ACTIVO",NA,59,31,1939-07-11,NA,"IPT TOCOPILLA",": 79770780-5 SERVICIOS INTEGRALES DE TRANSITOS Y TRANSFERENCIAS S.A.",90,"Entre 51 y 100","Empresa",1939,7,11,82,"Entre 1900 a 1950","02"
"Antofagasta",2030044,"S.T.E.SERVICIOS INTEGRALES Y TRANSFERENCIAS LTDA.S.I.T.SEC.PAMPA","ACTIVO",NA,25,0,1988-12-02,NA,"IPT TOCOPILLA",": 79770780-5 SERVICIOS INTEGRALES DE TRANSITOS Y TRANSFERENCIAS S.A.",25,"40 o menos","Empresa",1988,12,2,33,"Entre 1981 a 1990","02"
"Antofagasta",2030053,"SINDICATO DE SUPERVISORES DE ENGIE ENERGIA CHILE S.A.","ACTIVO","811041",120,10,1991-04-25,NA,"IPT TOCOPILLA",": 88006900-4 EMPRESA ELECTRICA DEL NORTE GRANDE S.A",130,"Entre 101 y 200","Empresa",1991,4,25,31,"Entre 1991 a 2000","02"
"Antofagasta",2030060,"SINDICATO EMPRESA Nº 7 COYA - SUR DE SOCIEDAD QUIMICA Y MINERA S.A","ACTIVO",NA,160,21,1994-06-06,"0 ACTIVIDADES NO ESPECIFICADAS","IPT TOCOPILLA",": 79947100-0 SQM INDUSTRIAL S.A.: 96592190-7 SQM NITRATOS S.A.",181,"Entre 101 y 200","Empresa",1994,6,6,27,"Entre 1991 a 2000","02"
"Antofagasta",2030062,"SINDICATO NORTE DE TRABAJADORES DE LA EMPRESA AES GENER S.A.","ACTIVO",NA,166,6,1995-04-28,NA,"IPT TOCOPILLA",": 94272000-9 AES GENER S.A.",172,"Entre 101 y 200","Empresa",1995,4,28,27,"Entre 1991 a 2000","02"
"Atacama",3010001,"SINDICATO DE EMPRESA Nº 1 COMPLEJO INDUSTRIAL PAIPOTE DE LA EMPRESA NACIONAL DE MINERIA","ACTIVO","229102",323,36,1979-08-20,NA,"IPT COPIAPO",": 61703000-4 ENAMI",359,"Más de 200","Empresa",1979,8,20,42,"Entre 1971 a 1980","03"
"Atacama",3010003,"SINDICATO DE TRABAJADORES ENAMI PLANTA MATTA.-","ACTIVO","214385",57,8,1979-09-25,NA,"IPT COPIAPO",": 61703000-4 ENAMI",65,"Entre 51 y 100","Empresa",1979,9,25,42,"Entre 1971 a 1980","03"
"Atacama",3010006,"SINDICATO DE empresa COMPAÑIA EXPLORADORA y explotadora CHILENO RUMANO s.a.","ACTIVO",NA,250,20,1979-11-10,NA,"IPT COPIAPO",": 82789400-1 COEMIN S.A.",270,"Más de 200","Empresa",1979,11,10,42,"Entre 1971 a 1980","03"
"Atacama",3010013,"SINDICATO DE TRABAJADORES DE EMPRESA SOCIEDAD PUNTA DEL COBRE S.A. Nº 1","ACTIVO",NA,391,31,1977-06-02,"40000 EXTRACCIÓN Y PROCESAMIENTO DE COBRE","IPT COPIAPO",": 96561560-1 SOCIEDAD PUNTA DEL COBRE S.A.",422,"Más de 200","Empresa",1977,6,2,44,"Entre 1971 a 1980","03"
"Atacama",3010048,"SINDICATO DE TRABAJADORES DE LA EMPRESA NACIONAL DE MINERIA, DIVISION FOMENTO","ACTIVO",NA,20,21,1984-10-08,NA,"IPT COPIAPO",": 61703000-4 ENAMI",41,"Entre 41 y 50","Empresa",1984,10,8,37,"Entre 1981 a 1990","03"
"Atacama",3010053,"SINDICATO DE EMPRESA EXPORTADORA SERGIO RUIZ TAGLE LIMITADA","ACTIVO","961543455",59,7,1985-08-02,"12120 CULTIVO DE UVA PARA MESA","IPT COPIAPO",": 2358505-7 SERGIO RUIZ TAGLE HUMERES: 76005335-K EXPORTADORA SERGIO RUIZ TAGLE HUMERES LIMITADA",66,"Entre 51 y 100","Empresa",1985,8,2,36,"Entre 1981 a 1990","03"
"Atacama",3010066,"SINDICATO DE TRABAJADORES DE EMPRESA SOCIEDAD CONTRACTUAL MINERA CAROLA","ACTIVO",NA,410,44,1987-08-05,NA,"IPT COPIAPO",": 79664330-7 SOCIEDAD CONTRACTUAL MINERA CAROLA",454,"Más de 200","Empresa",1987,8,5,34,"Entre 1981 a 1990","03"
"Atacama",3010078,"SINDICATO DE TRABAJADORES LICEO CATOLICO ATACAMA","ACTIVO",NA,37,116,1989-12-07,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","IPT COPIAPO",": 65112229-5 FUNDACION EDUCACIONAL LICEO CATOLICO ATACAMA",153,"Entre 101 y 200","Empresa",1989,12,7,32,"Entre 1981 a 1990","03"
"Atacama",3010085,"SINDICATO DE TRABAJADORES LICEO SAGRADO CORAZON COPIAPO","ACTIVO",NA,4,32,1990-04-27,NA,"IPT COPIAPO",": 70484300-3 LICEO SAGRADO CORAZON",36,"40 o menos","Empresa",1990,4,27,32,"Entre 1981 a 1990","03"
"Atacama",3010089,"SINDICATO DE TRABAJADORES DE LA FUNDACION COLEGIO PARROQUIAL PADRE NEGRO","ACTIVO",NA,25,90,1990-06-08,"850012 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA","IPT COPIAPO",": 65112296-1 FUNDACION EDUCACIONAL COLEGIO PARROQUIAL PADRE NEGRO DE CALDERA",115,"Entre 101 y 200","Empresa",1990,6,8,31,"Entre 1981 a 1990","03"
"Atacama",3010090,"SINDICATO DE TRABAJADORES DE EMPRESA DE SERVICIO SANITARIOS DE ATACAMA S.A.","ACTIVO",NA,96,30,1990-06-27,NA,"IPT COPIAPO",": 96580160-K EMPRESA DE SERVICIOS SANITARIOS DE ATACAMA S A",126,"Entre 101 y 200","Empresa",1990,6,27,31,"Entre 1981 a 1990","03"
"Atacama",3010093,"SINDICATO DE EMPRESA AGRICOLA DAINAL LTDA.","ACTIVO",NA,26,12,1990-08-07,"12120 CULTIVO DE UVA PARA MESA","IPT COPIAPO",": 76128150-K AGRICOLA DAINAL LIMITADA",38,"40 o menos","Empresa",1990,8,7,31,"Entre 1981 a 1990","03"
"Atacama",3010094,"SINDICATO DE TRABAJADORES DE EMPRESA COMPAÑIA MINERA MANTOS DE ORO","ACTIVO","052-218821",149,8,1990-08-10,NA,"IPT COPIAPO",": 79868720-4 COMPAÑIA MINERA MANTOS DE ORO",157,"Entre 101 y 200","Empresa",1990,8,10,31,"Entre 1981 a 1990","03"
"Atacama",3010155,"SINDICATO DE TRABAJADORES DE EMPRESA SEGEL REGIONES S.A.","ACTIVO",NA,36,11,1993-08-13,NA,"IPT COPIAPO",": 96912870-5 G4S SECURITY SERVICES REGIONES S.A.",47,"Entre 41 y 50","Empresa",1993,8,13,28,"Entre 1991 a 2000","03"
"Atacama",3010164,"SINDICATO DE TRABAJADORES DE EMPRESA.COMPANIA CONTRACTUAL MINERA CANDELARIA","ACTIVO",NA,536,10,1994-04-06,"40000 EXTRACCIÓN Y PROCESAMIENTO DE COBRE","IPT COPIAPO",": 85272800-0 COMPAÑIA CONTRACTUAL MINERA CANDELARIA",546,"Más de 200","Empresa",1994,4,6,28,"Entre 1991 a 2000","03"
"Atacama",3010166,"SINDICATO DE TRABAJADORES Nº 3, PESQUERA CAMANCHACA S.A. CULTIVOS MARINOS DE OSTIONES, ESTABLECIMIENTO CALDERA","ACTIVO","315291",22,5,1994-04-12,NA,"IPT COPIAPO",": 93711000-6 CIA. PESQUERA CAMANCHACA S.A.",27,"40 o menos","Empresa",1994,4,12,28,"Entre 1991 a 2000","03"
"Atacama",3010177,"SINDICATO EMPRESA HOGAR DE CRISTO","ACTIVO",NA,4,27,1994-12-01,"559009 OTRAS ACTIVIDADES DE ALOJAMIENTO N.C.P.","IPT COPIAPO",": 81496800-6 FUNDACIÓN DE BENEFICENCIA HOGAR DE CRISTO",31,"40 o menos","Empresa",1994,12,1,27,"Entre 1991 a 2000","03"
"Atacama",3010190,"SINDICATO DE TRABAJADORES Nº 2 EMPRESA COMPAÑIA MINERA MANTOS DE ORO","ACTIVO","217808",33,3,1995-06-20,"72910 EXTRACCIÓN DE ORO Y PLATA","IPT COPIAPO",": 79868720-4 COMPAÑIA MINERA MANTOS DE ORO",36,"40 o menos","Empresa",1995,6,20,26,"Entre 1991 a 2000","03"
"Atacama",3010191,"SINDICATO TRABAJADORES EMPRESA SALINAS Y FABRES ESTABLECIMIENTO COPIAPO","ACTIVO",NA,23,6,1995-08-19,"451002 VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA)","IPT COPIAPO",": 91502000-3 SALINAS Y FABRES S.A.",29,"40 o menos","Empresa",1995,8,19,26,"Entre 1991 a 2000","03"
"Atacama",3010198,"SINDICATO DE TRABAJADORES EMPRESA ELECTRICA ATACAMA S.A.","ACTIVO",NA,24,6,1996-01-08,NA,"IPT COPIAPO",": 76411321-7 CGE S.A.: 87601500-5 EMPRESA ELECTRICA ATACAMA S.A",30,"40 o menos","Empresa",1996,1,8,26,"Entre 1991 a 2000","03"
"Atacama",3010203,"SINDICATO DE TRABAJADORES DE EMPRESA COMPANIA MINERA MARICUNGA","ACTIVO",NA,42,0,1996-10-08,NA,"IPT COPIAPO",": 78095890-1 COMPAÑIA MINERA MARICUNGA",42,"Entre 41 y 50","Empresa",1996,10,8,25,"Entre 1991 a 2000","03"
